Sample.Name,Group,CA,a.MCA,b.MCA,w.MCA,DCA,UDCA,HDCA,CDCA,TUDCA,TCDCA.1,TDCA,TCA,T.b.MCA,T.a.MCA,GCDCA,GDCA,LCA,GCA.2,Part
NAFLD_Plasma_A98,MCD,0.264735205,0.019161674,0.850716985,0.089760509,0.09253106,0.010859358,0.032465881,0.037253023,0.017509103,0.344286297,0.14022233,0.056933449,0.055796679,0.841897263,0.002985635,0.002857829,0.001065145,0.00711234,Plasma
NAFLD_Plasma_A99,MCD,0.058668283,0.063267248,0.456962025,0.150913474,0.213348881,0.02787796,0.02542158,0.092151686,0.388405654,0.127214229,0.038180086,0.186098361,0.104843815,1.180615234,0.001215444,0.001892308,0.001980262,0.002282562,Plasma
NAFLD_Plasma_21,3_5,0.759720495,0.002027429,2.404837727,0.026613722,0.257351411,0.056437925,0.006063026,0.007980294,0.049893178,0.011954461,0.092740089,1.419257219,0.087326513,0.578218379,0.002213447,0.00075781,0.003648399,0.003562413,Plasma
NAFLD_Plasma_49,3_5,0.378470784,0.060319874,0.7362429,0.010462572,0.286986457,0.077746637,0.05144694,0.164818004,0.069450272,0.002848614,0.044609305,0.127063154,0.486741011,0.099574628,0.002462584,0.000378359,0.000915883,0.010676048,Plasma
NAFLD_Plasma_22,3_5,0.890462293,0.013047496,0.311968914,0.038493027,0.449450622,0.001649603,0.035659505,0.021489937,0.067601131,0.055317425,0.121739453,0.011848893,0.099728551,1.735297353,0.000642523,0.001700559,0.002774293,0.003752345,Plasma
NAFLD_Plasma_23,3_5,0.003504869,0.007045503,0.269411675,0.050423293,0.1133543,0.006153999,0.066095103,0.026003403,0.032097254,0.012988387,0.024535239,0.35833039,0.093546546,0.155538868,0.000386894,0.000353833,0.000148435,0.001143271,Plasma
NAFLD_Plasma_50,3_5,0.018350726,0.274941807,0.028526749,0.129096974,0.080175442,0.003135892,0.993171525,0.005549711,0.016733072,0.041010935,0.688327336,0.041202132,0.438373311,0.054128925,0.002001468,0.000328253,0.001776419,0.003389272,Plasma
NAFLD_Plasma_24,3_5,0.089957816,0.013351853,0.087339746,0.028125225,0.123902442,0.007809337,0.666755097,0.010365459,0.032319109,0.056689456,0.016602149,0.163820272,0.101292201,0.055031246,0.000561324,0.000391502,0.00046095,0.003386598,Plasma
NAFLD_Plasma_194,3_5,0.020183021,0.019967908,0.02308881,0.169558593,0.121939637,0.131522191,0.00059149,0.007589181,0.729558975,0.023380076,0.03270485,1.238221918,0.337648776,0.261354768,0.000322965,0.000189744,0.015307096,0.003134782,Plasma
NAFLD_Plasma_48,3_5,0.018616651,0.169599211,0.206150248,0.062335826,0.378009941,0.005453365,0.014444749,0.001518996,0.124787283,0.040214738,0.078459077,0.117302055,0.178473141,0.031042693,0.000314348,0.000467802,0.001625633,0.001333075,Plasma
